 8638 xpcproxy	Created        /private/var/tmp/cy-wS22sw.dylib	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj1AA6219C7	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj1AA6219C7	
 8677 xpcproxy	Created        /private/var/tmp/cy-cusXsq.dylib	
 8677 xpcproxy	Deleted        /private/var/tmp/cy-cusXsq.dylib	
 8677 xpcproxy	Modified       /private/var/tmp/cy-cusXsq.dylib	
 8677 xpcproxy	Created        /private/var/tmp/cy-je3ECE.dylib	
 8677 xpcproxy	Deleted        /private/var/tmp/cy-je3ECE.dylib	
 8677 xpcproxy	Modified       /private/var/tmp/cy-je3ECE.dylib	
 8680 xpcproxy	Created        /private/var/tmp/cy-8q932L.dylib	
 8680 xpcproxy	Deleted        /private/var/tmp/cy-8q932L.dylib	
 8680 xpcproxy	Modified       /private/var/tmp/cy-8q932L.dylib	
 8680 xpcproxy	Created        /private/var/tmp/cy-EnJLG0.dylib	
 8680 xpcproxy	Deleted        /private/var/tmp/cy-EnJLG0.dylib	
 8680 xpcproxy	Modified       /private/var/tmp/cy-EnJLG0.dylib	
 8683 iaptransportd	Created        /private/var/tmp/cy-2rr1iO.dylib	
 8683 iaptransportd	Deleted        /private/var/tmp/cy-2rr1iO.dylib	
 8683 iaptransportd	Modified       /private/var/tmp/cy-2rr1iO.dylib	
 8683 iaptransportd	Created        /private/var/tmp/cy-vEJasv.dylib	
 8683 iaptransportd	Deleted        /private/var/tmp/cy-vEJasv.dylib	
 8683 iaptransportd	Modified       /private/var/tmp/cy-vEJasv.dylib	
 8670 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8680 iap2d	Created        /private/var/tmp/cy-Dz5utA.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-Dz5utA.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-Dz5utA.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-GFy5aY.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-GFy5aY.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-GFy5aY.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-wmWGev.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-wmWGev.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-wmWGev.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-cQtdY8.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-cQtdY8.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-cQtdY8.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-b2pLHF.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-b2pLHF.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-b2pLHF.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-sbtlgq.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-sbtlgq.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-sbtlgq.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-5s9GPV.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-5s9GPV.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-5s9GPV.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-hzWEI3.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-hzWEI3.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-hzWEI3.dylib	
 8670 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8680 iap2d	Created        /private/var/tmp/cy-uWoR7F.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-uWoR7F.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-uWoR7F.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-gVVlFX.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-gVVlFX.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-gVVlFX.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-buFOcm.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-buFOcm.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-buFOcm.dylib	
 8680 iap2d	Created        /private/var/tmp/cy-35soCD.dylib	
 8680 iap2d	Deleted        /private/var/tmp/cy-35soCD.dylib	
 8680 iap2d	Modified       /private/var/tmp/cy-35soCD.dylib	
 8670 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8686 xpcproxy	Created        /private/var/tmp/cy-yiXDKT.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-yiXDKT.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-yiXDKT.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-9ihNGe.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-9ihNGe.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-9ihNGe.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-MwFGm0.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-MwFGm0.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-MwFGm0.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-vIQC5U.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-vIQC5U.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-vIQC5U.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-Qm4nPD.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-Qm4nPD.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-Qm4nPD.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-RLSluG.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-RLSluG.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-RLSluG.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-pnpe4k.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-pnpe4k.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-pnpe4k.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-AKrPOh.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-AKrPOh.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-AKrPOh.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-Ltxx3V.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-Ltxx3V.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-Ltxx3V.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-ZjTktN.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-ZjTktN.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-ZjTktN.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-Y30DON.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-Y30DON.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-Y30DON.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-GPiI6e.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-GPiI6e.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-GPiI6e.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-iPV8Sp.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-iPV8Sp.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-iPV8Sp.dylib	
 8686 xpcproxy	Created        /private/var/tmp/cy-nFcKxJ.dylib	
 8686 xpcproxy	Deleted        /private/var/tmp/cy-nFcKxJ.dylib	
 8686 xpcproxy	Modified       /private/var/tmp/cy-nFcKxJ.dylib	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5FABB7944	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5FABB7944	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5FABB7944	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj19E0329B2	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj19E0329B2	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj19E0329B2	
  421 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.Sr4ixk	
  421 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.Sr4ixk	
  421 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.Sr4ixk	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.IhmXKV	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.IhmXKV	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.IhmXKV	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  452 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  308 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.N1dZaO	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  308 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	
  308 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.ffzLuZ3	/private/var/mobile/Library/Preferences/com.apple.WebUI.plist 
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.N1dZaO	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.N1dZaO	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.kVK1mo	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.kVK1mo	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.kVK1mo	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
 8650 medialibraryd	Changed stat   /private/var/mobile/Media/iTunes_Control/iTunes/MediaLibrary.sqlitedb-shm	
  421 profiled	Created        /private/var/Managed Preferences/mobile/.dat.nosync01a5.xmggZW	
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.dat.nosync01a5.xmggZW	
  421 profiled	Renamed        /private/var/Managed Preferences/mobile/.dat.nosync01a5.xmggZW	/private/var/Managed Preferences/mobile/com.apple.webcontentfilter.plist 
  452 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  421 profiled	Chowned        /private/var/Managed Preferences/mobile/com.apple.webcontentfilter.plist	
  421 profiled	Changed stat   /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  535 webbookmarksd	Created        /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_8iccd7P1GGwwsaC	
  535 webbookmarksd	Deleted        /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_8iccd7P1GGwwsaC	
  535 webbookmarksd	Modified       /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_8iccd7P1GGwwsaC	
  452 keybagd	Deleted        /private/var/keybags/systembag.kb	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  535 webbookmarksd	Created        /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_DyJxnyKb7nHj4lv	
  535 webbookmarksd	Deleted        /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_DyJxnyKb7nHj4lv	
  535 webbookmarksd	Modified       /private/var/mobile/Containers/Data/Application/A4C8293D-AF0E-4783-9C77-CCF3E11791EE/tmp/etilqs_DyJxnyKb7nHj4lv	
  421 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MuiaDU	
  421 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MuiaDU	
  421 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MuiaDU	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.CAtovG	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.CAtovG	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.CAtovG	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  452 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  308 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.TwA9wLZ	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.Ui4MYS	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.Ui4MYS	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.Ui4MYS	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.VJkyrV	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.VJkyrV	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.VJkyrV	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  421 profiled	Changed stat   /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  452 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  452 keybagd	Deleted        /private/var/keybags/systembag.kb	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  421 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.RcYwjK	
  421 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.RcYwjK	
  421 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.RcYwjK	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.LXKKkr	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.LXKKkr	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.LXKKkr	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  452 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.GERduE	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.GERduE	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.GERduE	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.bF4sWZ	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.bF4sWZ	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.bF4sWZ	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  452 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  452 keybagd	Deleted        /private/var/keybags/systembag.kb	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  421 profiled	Changed stat   /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  421 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MkbHh4	
  421 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MkbHh4	
  421 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.MkbHh4	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.d0yX7j	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.d0yX7j	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.d0yX7j	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  452 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.joRWq2	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.joRWq2	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.joRWq2	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.jpv8rJ	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.jpv8rJ	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.jpv8rJ	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  452 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  421 profiled	Changed stat   /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  452 keybagd	Deleted        /private/var/keybags/systembag.kb	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  421 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.5b62w4	
  421 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.5b62w4	
  421 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync01a5.5b62w4	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.6hBs8b	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.6hBs8b	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.6hBs8b	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  452 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.DZ7ei8	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.DZ7ei8	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync01a5.DZ7ei8	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  421 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.aXaJwm	
  421 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.aXaJwm	
  421 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync01a5.aXaJwm	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  421 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  421 profiled	Changed stat   /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  452 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  421 profiled	Modified       /private/var/Managed Preferences/mobile/.GlobalPreferences.plist	
  452 keybagd	Deleted        /private/var/keybags/systembag.kb	
  452 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
 8689 xpcproxy	Created        /private/var/tmp/cy-qs9P61.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-qs9P61.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-qs9P61.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-ieXrcS.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-ieXrcS.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-ieXrcS.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-hNbpg4.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-hNbpg4.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-hNbpg4.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-0wucvT.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-0wucvT.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-0wucvT.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-fsy0DX.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-fsy0DX.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-fsy0DX.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-PbNchf.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-PbNchf.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-PbNchf.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-3XmEmF.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-3XmEmF.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-3XmEmF.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-vMqneT.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-vMqneT.dylib	
 8689 xpcproxy	Modified       /private/var/tmp/cy-vMqneT.dylib	
 8689 xpcproxy	Created        /private/var/tmp/cy-SqxEe2.dylib	
 8689 xpcproxy	Deleted        /private/var/tmp/cy-SqxEe2.dylib	
